"","ID","Nazwa","prize","base_shop_url","shop_url"
"155",44,"Lodówka LIEBHERR CU 2831 Comfort Bia³a A++",1499,"electro.pl","https://www.electro.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-liebherr-cu-2831-comfort-biala-a"
"156",44,"Lodówka LIEBHERR CU 2831 Comfort Bia³a A++",1499,"avans.pl","https://www.avans.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-liebherr-cu-2831-comfort-biala-a"
"157",44,"Lodówka LIEBHERR CU 2831 Comfort Bia³a A++",1499,"neonet.pl","https://www.neonet.pl/lodowki-i-zamrazarki/liebherr-cu-2831-comfort.html"
"158",44,"Lodówka LIEBHERR CU 2831 Comfort Bia³a A++",1499,"mediaexpert.pl","https://www.mediaexpert.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-liebherr-cu-2831-comfort-biala-a"
"159",45,"Lodówka HAIER AFE735CWJ Nofrost Bia³a",2199.99,"avans.pl","https://www.avans.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-haier-afe735cwj-nofrost-biala"
"160",45,"Lodówka HAIER AFE735CWJ Nofrost Bia³a",2199.99,"electro.pl","https://www.electro.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-haier-afe735cwj-nofrost-biala"
"161",45,"Lodówka HAIER AFE735CWJ Nofrost Bia³a",2199.99,"mediaexpert.pl","https://www.mediaexpert.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-haier-afe735cwj-nofrost-biala"
"162",46,"Lodówka AMICA FK2695.4FT Nofrost Bia³a",1299,"electro.pl","https://www.electro.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-amica-fk2695-4ft-nofrost-biala"
"163",46,"Lodówka AMICA FK2695.4FT Nofrost Bia³a",1299,"avans.pl","https://www.avans.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-amica-fk2695-4ft-nofrost-biala"
"164",46,"Lodówka AMICA FK2695.4FT Nofrost Bia³a",1299,"mediaexpert.pl","https://mediamarkt.pl/agd/lodowka-amica-fk2695-4ft"
"165",46,"Lodówka AMICA FK2695.4FT Nofrost Bia³a",1299,"mediamarkt.pl","https://www.mediaexpert.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-amica-fk2695-4ft-nofrost-biala"
"166",46,"Lodówka AMICA FK2695.4FT Nofrost Bia³a",1399,"euro.com.pl","https://www.euro.com.pl/lodowki/amica-fk2695-4ft.bhtml"
"167",47,"Lodówka WHIRLPOOL W7 921O OX H Nofrost Srebrna",1799.99,"avans.pl","https://www.avans.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-whirlpool-w7-921o-ox-h-nofrost-srebrna"
"168",47,"Lodówka WHIRLPOOL W7 921O OX H Nofrost Srebrna",1799.99,"electro.pl","https://www.electro.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-whirlpool-w7-921o-ox-h-nofrost-srebrna"
"169",47,"Lodówka WHIRLPOOL W7 921O OX H Nofrost Srebrna",1799.99,"mediaexpert.pl","https://www.mediaexpert.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-whirlpool-w7-921o-ox-h-nofrost-srebrna"
"170",48,"Lodówka WHIRLPOOL W7 911 O OX H AQUA Srebrna",1899.99,"avans.pl","https://www.avans.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-whirlpool-w7-911-o-ox-h-aqua-srebrna"
"171",48,"Lodówka WHIRLPOOL W7 911 O OX H AQUA Srebrna",1899.99,"electro.pl","https://www.electro.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-whirlpool-w7-911-o-ox-h-aqua-srebrna"
"172",48,"Lodówka WHIRLPOOL W7 911 O OX H AQUA Srebrna",1899.99,"mediaexpert.pl","https://www.mediaexpert.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-whirlpool-w7-911-o-ox-h-aqua-srebrna"
